Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_Status,Booking_TS,Pickup_TS,Return_TS,Odo_Start,Odo_End,Fuel_Level,Rate,Promo_Code,City,GPS_Lat,GPS_Lon,Speed,Payment,Driver_License,Damage_Flag,Notes
RES-00104,CUST-0848, CAR-112 ,EV,Cancelled,2025-04-24 23:09,2025-04-29T23:09,05/02/2025 15:09,44249,"44,561",10%,₹ 2000 / day,DISC20,unknown,12.904976380205866,77.64477349351854,134 km/h,upi ,DL-2784327372,None,
RES-00105,CUST-1132,CAR-546 ,Suzuki,Cancelled,2025/2/8 17:74,11-02-2025 17:47,2025/2/13 1:63,18413 km,18819km,0.5,₹2500 per day,WELCOME5,CHN,12.926612243160081,77.55175225255633,,wallet,DL-6561908725,None,Customer requested early pickup
RES-00106,CUST-0385, CAR-435 ,Toyota,Cancelled,2025-05-21T21:07,2025/05/27 21:07,2025-05-27 19:07,"29,011","29,097",30%,$20/day,SAVE50,Bombay,12.913003562217723,77.58973367507885,67 km/h, card,DL-4129694869,None,Navigation system malfunction reported
RES-00107,CUST-0468, CAR-381 ,Luxury,No_Show,2025-05-07T01:48,05/11/2025 01:48,2025-05-12T03:48,50595 km,50956,NA,₹ 2000 / day,NEW10,CHN,12.89574919530848,77.6440990291052,fast,cash,DL-3106602537,Major,
RES-00108,CUST-1648,car-412,Hatchback,Completed,2025-05-19 04:59,2025-05-29T04:59,2025/05/29 15:59,40171,40237km,25%,"₹1,800/day",SAVE50,Chennai,12.944336688719671,77.56774691851464,47 km/h,upi,DL-4311127842,None,AC performance slightly low
RES-00109,CUST-1907,CAR_363,Hatchback,Cancelled,24-03-2025 17:29,2025-04-02T17:29,05-04-2025 02:29,57190,"57,201",30%,USD 25/day,DISC20,delhi,12.868701692223155,77.55069972610208,128kmh,Wallet,DL-7433032083,Minor,Customer satisfied with ride
RES-00110,CUST-0234, CAR-583 ,Sedan,No_Show,01-05-2025 20:52,07-05-2025 20:52,2025-05-07T18:52,14082,14216km,0.5,,,CHN,12.916168677397396,77.58670577876366,fast,CARD,DL-3984736069,Major,Customer requested early pickup
RES-00111,CUST-1975,CAR581,Toyota,Completed,2025/04/25 00:01,2025/04/26 00:01,2025-04-27T05:01,70502 km,"70,764",0.5,Rs1500/day,NEW10,DELHI,12.915673928044296,77.55422176523926,133,wallet,DL-1278320644,None,Interior cleaning required
RES-00112,CUST-1064,car-487,Creta,No_Show,2025/05/05 16:50,09-05-2025 16:50,2025-05-09T20:50,13284 km,"13,388",1.0,2000/day,SAVE50,chennai,12.914369507085494,77.6160809210634,fast, card,DL-7425300030,Minor,Interior cleaning required
RES-00113,CUST-1778, CAR-014 ,Hatchback,Completed,03/08/2025 02:58,2025/3/13 2:63,2025/03/14 03:58,43987,44066km,25%,₹1500/day,WELCOME5,blr,12.863207445988293,77.61550404423676,,,DL-6169512557,Minor,AC performance slightly low
RES-00114,CUST-0600,CAR_022,Hatchback,No_Show,05/07/2025 23:53,2025/05/13 23:53,2025/5/16 0:67,74597 km,74996km,50,1800 perday,DISC20,DELHI,12.917483920785152,77.59358766136305,27,card,DL-5668768888,None,Navigation system malfunction reported
RES-00115,CUST-1386,car-068,Toyota,Completed,2025/06/22 22:25,2025/6/25 22:75,28-06-2025 09:25,"79,457","79,550",25%,"₹1,800/day",DISC20,unknown,12.891471314314213,77.61291473868583,66,UPI,DL-1413507296,Major,Customer requested early pickup
RES-00116,CUST-0017,CAR 117,Sedan,Cancelled,04/10/2025 11:04,04/16/2025 11:04,2025-04-18 09:04,18475 km,"18,764",1.0,Rs1500/day,WELCOME5,delhi,12.904877633659002,77.60197219808619,136 km/h,upi ,DL-3053860774,Minor,Vehicle returned late due to traffic
RES-00117,CUST-1802,CAR-550,EV,Completed,03/30/2025 12:41,06-04-2025 12:41,07-04-2025 00:41,76713 km,76741km,1.0,1500/day,DISC20,Chennai,12.927908804772843,77.59441638754116,130 km/h,card,DL-1627575275,None,
RES-00118,CUST-1592, CAR-599 ,Sedan,Cancelled,2024/12/27 23:72,2025/1/6 23:79,2025/1/7 12:72,11358 km,11610km,NA,₹ 2000 / day,WELCOME5,Chennai,12.863531508873514,77.64503282360663,97 km/h,CARD,DL-8914737793,Minor,Interior cleaning required
RES-00119,CUST-0102,CAR-546 ,Suzuki,Completed,2025/03/29 15:12,2025/03/31 15:12,03/31/2025 20:12,"69,574","69,506",75,1500/day,,BLR,12.932278466147753,77.58171794626206,fast,UPI,DL-1341624546,None,Tyre pressure alert during trip
RES-00120,CUST-0492,CAR096,Toyota,Completed,15-06-2025 10:15,2025-06-18T10:15,18-06-2025 16:15,40849 km,"40,882",30%,,DISC20,Chennai,12.877468845776649,77.59081602185431,108 km/h,cash,DL-8962310255,Major,Vehicle returned late due to traffic
RES-00121,CUST-1177,car-229,Suzuki,Cancelled,01/21/2025 17:08,31-01-2025 17:08,2025-02-02 06:08,"42,616",42702,75,₹ 2000 / day,NEW10,bangalore,12.917025435183277,77.62882019247387,fast,CASH,DL-9518263192,Major,Tyre pressure alert during trip
RES-00122,CUST-1262,CAR-348 ,Hatchback,Cancelled,2025/6/3 23:78,2025-06-08 23:02,2025-06-11 04:02,64526,64686,50%,2000/day,NEW10,Delhi,12.879165699582472,77.64168705797246,fast, card,DL-9126468201,Minor,Low fuel warning observed
RES-00123,CUST-0784,CAR411,Suzuki,Completed,05/08/2025 18:32,05/13/2025 18:32,2025/05/16 03:32,64525 km,64626,0.10,USD 25/day,NEW10,Chennai,12.853638781831616,77.63873481239045,,Debit Card,DL-2401341491,Major,
RES-00124,CUST-1029,car016,Suzuki,No_Show,2025/06/07 22:43,2025/6/8 22:66,2025-06-10 17:43,57777 km,57887km,NA,USD 25/day,NEW10,delhi,12.923282983116193,77.56985089664546,,CASH,DL-9250739929,None,Low fuel warning observed
RES-00125,CUST-0632,car-153,Toyota,Cancelled,05-05-2025 21:43,2025-05-07T21:43,2025-05-09T06:43,21746,22171km,100%,Rs1500/day,SAVE50,New Delhi,12.90668466346993,77.58748733107508,,,DL-1409576170,Minor,Customer requested early pickup
RES-00126,CUST-1141, CAR-070 ,SUV,No_Show,2025-01-03T22:40,2025/1/13 22:79,14-01-2025 13:40,54175 km,54106km,,2000/day,,Mumbai,12.86101946579362,77.5623671353811,80,Debit Card,DL-8246024941,Minor,Navigation system malfunction reported
RES-00127,CUST-1810,car-153,Toyota,No_Show,2025-01-12 18:15,2025/1/21 18:63,2025-01-23T12:15,27563,27551km,30%,Rs1500/day,DISC20,N/A,12.890301657324297,77.59190582950589,45,CARD,DL-9167730173,None,Customer satisfied with ride
RES-00128,CUST-1074,CAR-410 ,Creta,Cancelled,2025-01-09 20:48,2025/01/10 20:48,2025/1/10 23:61,36996,37018km,75,Rs1500/day,SAVE50,Bombay,12.86007176498727,77.57863858334018,,CARD,DL-3053490290,None,Vehicle returned late due to traffic
RES-00129,CUST-0832,CAR_330,Sedan,No_Show,2025/01/12 14:24,16-01-2025 14:24,2025-01-19 09:24,38121 km,38252km,50,1800 perday,DISC20,CHN,12.861270517874361,77.64449904378384,32kmh,cash,DL-3746045751,Major,Customer satisfied with ride
RES-00130,CUST-0474,CAR-241,Luxury,Cancelled,2025/5/14 14:73,05/21/2025 14:58,2025/5/22 19:62,77444,77513,50,2000/day,DISC20,chennai,12.921671366732589,77.55850498412138,108,upi,DL-9611984931,None,Vehicle returned late due to traffic
RES-00131,CUST-1694,CAR177,Suzuki,No_Show,2025/05/30 07:02,2025/6/3 7:69,2025-06-04 03:02,"67,041","67,102",50,"₹1,800/day",DISC20,N/A,12.85264048110828,77.55853371536358,fast,UPI,DL-1933285953,None,Customer reported minor scratch on door
RES-00132,CUST-1584,CAR-092 ,Suzuki,Completed,2025/3/25 6:66,2025/4/2 6:61,2025-04-02T16:48,75304,75715,0.30,1800 perday,,Bengaluru,12.85227440860248,77.62676136278168,fast,netbanking,DL-4149389673,Minor,Customer satisfied with ride
RES-00133,CUST-0624,car-158,Toyota,No_Show,2025/5/5 6:71,2025-05-07 06:05,2025/5/9 23:66,73418 km,73803,30%,USD 25/day,SAVE50,delhi,12.944561930336404,77.58380752366259,60kmh,card,DL-9578545628,None,
RES-00134,CUST-0123,car-320,Hatchback,Cancelled,2025/04/16 18:02,2025/4/22 18:66,2025/4/23 15:79,"38,072",38007,100%,$20/day,NEW10,Mumbai,12.898003836517416,77.57975031289774,fast,wallet,DL-4825932582,Major,Customer satisfied with ride
RES-00135,CUST-0777,CAR 508,Sedan,No_Show,2025-01-22T20:12,2025-01-23 20:12,24-01-2025 06:12,11645,12010,50,₹2500 per day,WELCOME5,BLR,12.936724658303413,77.63555349144592,95 km/h,CASH,DL-8986848170,None,
RES-00136,CUST-0235,CAR 074,Sedan,No_Show,03-05-2025 10:35,2025/5/5 10:66,2025/05/05 06:35,75441,75483km,0.75,,SAVE50,CHN,12.86764838303179,77.61236714397671,53kmh,wallet,DL-2327346192,Major,Navigation system malfunction reported
RES-00137,CUST-0969,CAR393,Hatchback,No_Show,06/09/2025 10:45,2025-06-10 10:45,11-06-2025 21:45,"25,249",25192,,2000/day,DISC20,Mumbai,12.911077426393254,77.5707111709278,136kmh,wallet,DL-9685547223,None,Tyre pressure alert during trip
RES-00138,CUST-0649, CAR-333 ,Creta,Completed,2025/2/10 11:61,15-02-2025 11:24,02/15/2025 20:24,64432,64408km,NA,1500 per day,,DELHI,12.88070507029227,77.61290318010543,64kmh,CASH,DL-8662857309,Minor,Customer satisfied with ride
RES-00139,CUST-0080,CAR_509,EV,No_Show,2025/03/23 07:21,29-03-2025 07:21,2025-04-01 07:21,55569,55919km,NA,1500 per day,WELCOME5,CHN,12.902150266109322,77.56794511826706,109kmh,Credit Card,DL-4520962226,None,
RES-00140,CUST-0015,CAR 296,Hatchback,Cancelled,01/10/2025 21:22,16-01-2025 21:22,2025-01-17 11:22,72518 km,72471,0.10,1500 per day,WELCOME5,DELHI,12.875931841560865,77.63251818161012,32,UPI,DL-6040413464,Major,Customer satisfied with ride
RES-00141,CUST-0531, CAR-520 ,Luxury,Completed,2025/03/28 06:11,01-04-2025 06:11,2025/4/3 16:63,"75,763",75741,0.75,1500/day,NEW10,Bombay,12.912904345045602,77.55292149881038,fast,netbanking,DL-7727762387,None,AC performance slightly low
RES-00142,CUST-0993,CAR_029,Toyota,No_Show,2025/04/23 01:57,27-04-2025 01:57,2025/04/29 10:57,16747,16932km,0.10,$20/day,,DELHI,12.87358442246334,77.57013190465791,61kmh,,DL-1032927499,Minor,AC performance slightly low
RES-00143,CUST-0654,CAR 305,Toyota,Completed,2025-02-28 21:14,03/09/2025 21:14,03/12/2025 04:14,74696 km,74721km,0.30,₹2500 per day,,N/A,12.901714045620354,77.57818238440194,81kmh,CASH,DL-3760262364,Minor,Navigation system malfunction reported
RES-00144,CUST-0850,car-326,Hatchback,Completed,02/08/2025 12:37,2025-02-18 12:37,20-02-2025 00:37,"44,961","45,218",75,USD 25/day,,Bombay,12.864176667125939,77.57287912983988,128kmh,Debit Card,DL-8326510643,None,
RES-00145,CUST-1759,CAR115,SUV,No_Show,2025-06-12T13:58,18-06-2025 13:58,2025/06/20 23:58,16355,"16,487",0.25,1500/day,NEW10,bangalore,12.896091151287937,77.61822863687388,,Credit Card,DL-8671543035,Minor,Vehicle returned late due to traffic
RES-00146,CUST-0083,CAR 359,EV,Completed,05/23/2025 04:58,2025/05/30 04:58,06/01/2025 09:58,30827,30866km,75%,,,New Delhi,12.946887942575538,77.63228671605661,73 km/h,cash,DL-4150868227,Major,Customer requested early pickup
RES-00147,CUST-1134,car-028,Hatchback,Cancelled,2025-03-12 18:26,2025-03-22 18:26,03/23/2025 05:26,76785 km,"76,708",30%,,,MUM,12.929515918868011,77.55440450249824,,Wallet,DL-2709036881,None,Customer reported minor scratch on door
RES-00148,CUST-0366,CAR 030,Toyota,No_Show,2025-04-04T21:33,2025/04/07 21:33,2025/4/8 21:61,"59,722",60002km,0.75,₹2500 per day,DISC20,Bengaluru,12.949383739695003,77.60512960639038,,,DL-6208089766,Major,Tyre pressure alert during trip
RES-00149,CUST-1896,CAR595,Suzuki,No_Show,2025/03/08 16:19,2025/03/13 16:19,2025/03/14 11:19,52292,"52,511",0.10,Rs1500/day,DISC20,CHN,12.946797569180328,77.60513739249552,38,Debit Card,DL-9555197244,None,
RES-00150,CUST-1116,car076,Creta,No_Show,22-04-2025 18:12,2025/4/24 18:65,04/27/2025 08:12,63178 km,63562km,50,₹ 2000 / day,SAVE50,BLR,12.903086180295675,77.55368081252695,fast,Wallet,DL-8401550421,Minor,Customer requested early pickup
RES-00151,CUST-1472,car244,Toyota,No_Show,28-03-2025 09:49,2025-04-05 09:49,2025-04-06 19:49,43067 km,43198km,,₹1500/day,DISC20,N/A,12.948963295122988,77.56020398027208,29kmh,UPI,DL-2522504653,Minor,Customer satisfied with ride
RES-00152,CUST-0312,CAR475,Luxury,Cancelled,05-04-2025 21:38,2025/04/15 21:38,04/16/2025 16:38,"48,955","48,952",25%,1500 per day,,delhi,12.88071376306873,77.62711056154413,71kmh,card,DL-7283928829,Major,AC performance slightly low
RES-00153,CUST-0462,CAR_325,EV,No_Show,2025-02-28 12:01,2025/3/1 12:78,2025/3/3 3:69,53518,"53,710",100%,2000/day,SAVE50,Mumbai,12.93318313882845,77.59367190295433,,,DL-8294827085,None,Interior cleaning required
RES-00154,CUST-1188,CAR-269,Sedan,Completed,02/23/2025 23:20,02-03-2025 23:20,2025-03-05 07:20,64461,64609,0.10,USD 25/day,WELCOME5,New Delhi,12.853642058584835,77.64437326690545,,upi,DL-6929468200,Major,Customer satisfied with ride
RES-00155,CUST-0996,car-353,Sedan,Cancelled,2025-03-28T19:15,2025/4/4 19:68,2025-04-05 16:15,22342,22518,30%,Rs1500/day,WELCOME5,Mumbai,12.915728897549464,77.5534425444492,,Wallet,DL-7840702085,Major,AC performance slightly low
RES-00156,CUST-0600,CAR-415,Suzuki,Completed,2025/02/06 08:53,2025-02-08 08:53,11-02-2025 03:53,"64,581","64,673",0.25,,DISC20,Bombay,12.90059175413077,77.63681025093861,51,Debit Card,DL-5668768888,Major,Navigation system malfunction reported
RES-00157,CUST-1582, CAR-430 ,Hatchback,Completed,2025-05-31 01:05,2025-06-07 01:05,06/08/2025 05:05,46538 km,"46,895",0.10,1500 per day,NEW10,MUM,12.872167946955889,77.59495338852973,112 km/h,UPI,DL-2794541376,Minor,Vehicle returned late due to traffic
RES-00158,CUST-1315,CAR 060,Sedan,Completed,25-02-2025 16:22,2025/03/01 16:22,03/01/2025 15:22,27966,27940,NA,,DISC20,delhi,12.919424678695929,77.63089144356447,97 km/h,CASH,DL-7011124789,None,Customer requested early pickup
RES-00159,CUST-1423,car-478,EV,No_Show,2025-06-12T00:28,2025-06-19 00:28,06/20/2025 08:28,49427 km,49586,0.25,1500 per day,DISC20,CHN,12.926676548672775,77.58492655988523,103,CASH,DL-2346937959,None,Tyre pressure alert during trip
RES-00160,CUST-1859, CAR-340 ,Sedan,Cancelled,2025/2/9 4:76,02/10/2025 04:33,2025-02-12T02:33,"42,409","42,803",50%,"₹1,800/day",SAVE50,Bombay,12.898737227035591,77.61077937191337,65 km/h,Wallet,DL-1539095624,Minor,Navigation system malfunction reported
RES-00161,CUST-0288,car-088,Creta,Cancelled,25-05-2025 18:22,2025-06-02 18:22,06/05/2025 08:22,53242,53347,0.25,2000/day,SAVE50,DELHI,12.893654865079814,77.61672668235622,136 km/h, card,DL-1032051754,None,Navigation system malfunction reported
RES-00162,CUST-0505,CAR_167,Sedan,Completed,2025-05-31T06:28,07-06-2025 06:28,2025/06/08 00:28,25032 km,"25,255",NA,"₹1,800/day",SAVE50,Mumbai,12.92070932330856,77.62197381465882,,Debit Card,DL-7929216817,Major,Car returned in good condition
RES-00163,CUST-1832,CAR_496,Sedan,No_Show,2025/6/16 9:61,2025/6/26 9:62,2025/6/27 18:69,"21,718",21803km,0.75,2000/day,,DELHI,12.940796727503173,77.55947451496493,fast,upi ,DL-1749356448,Major,
RES-00164,CUST-1687,CAR_361,EV,Cancelled,04/25/2025 20:46,28-04-2025 20:46,04/30/2025 06:46,36024 km,"36,511",0.10,$20/day,DISC20,unknown,12.857149050965308,77.6337267878402,fast,CARD,DL-9919402875,Major,Navigation system malfunction reported
RES-00165,CUST-1456,car108,Creta,Completed,03/18/2025 10:27,2025-03-27 10:27,2025/03/29 00:27,62890 km,"63,290",75,1500/day,WELCOME5,CHN,12.936249169797046,77.59768692718781,fast,CASH,DL-6475992217,Major,Tyre pressure alert during trip
RES-00166,CUST-0896,CAR-576 ,SUV,Cancelled,11-02-2025 13:32,2025-02-21 13:32,2025-02-22T11:32,63054,63412km,0.25,"₹1,800/day",WELCOME5,Bengaluru,12.859403613785913,77.60198545332634,fast,,DL-6430315536,None,
RES-00167,CUST-0290, CAR-047 ,SUV,No_Show,2025-05-14 04:13,2025-05-23 04:13,2025-05-24 15:13,40154,"40,478",0.75,,DISC20,MUM,12.907524583761905,77.6330451620101,fast,,DL-1906669455,Minor,AC performance slightly low
RES-00168,CUST-0477,CAR-241,Luxury,Completed,2025/4/10 14:67,04/14/2025 14:53,14-04-2025 12:53,21413 km,21845,50,$20/day,,CHN,12.858628380048689,77.55983013471389,140kmh,Wallet,DL-3758670336,Minor,Car returned in good condition
RES-00169,CUST-0372, CAR-369 ,Suzuki,Cancelled,2025/3/6 3:67,2025/3/10 3:72,2025-03-10 06:11,19315,"19,292",0.5,1500/day,WELCOME5,Bombay,12.887431335375263,77.5790220495224,,Debit Card,DL-4558899612,Major,Vehicle returned late due to traffic
RES-00170,CUST-1884,car179,Hatchback,Completed,03/22/2025 07:35,31-03-2025 07:35,04/02/2025 13:35,60973,"61,146",25%,1500 per day,DISC20,bangalore,12.87675641979297,77.64554455505278,93kmh,wallet,DL-6629673394,None,Customer satisfied with ride
RES-00171,CUST-0564,car-510,EV,Completed,2025/5/10 2:67,2025-05-18T02:50,05/20/2025 19:50,"68,213",68432,,,DISC20,New Delhi,12.89075362321467,77.57331881317108,29 km/h,Wallet,DL-6169710062,Minor,Navigation system malfunction reported
RES-00172,CUST-0865,car168,Creta,No_Show,2025-06-03 00:02,06/13/2025 00:02,2025/06/12 20:02,"36,583",36684km,,USD 25/day,NEW10,BLR,12.90553331267721,77.60796603474337,73kmh,Credit Card,DL-5800398585,Minor,Tyre pressure alert during trip
RES-00173,CUST-1023,car272,EV,Completed,2025-06-19T02:21,2025-06-28 02:21,2025/6/28 21:78,60436,60605,,"₹1,800/day",DISC20,MUM,12.94512761850063,77.56380615231227,107 km/h,card,DL-2808686187,Major,
RES-00174,CUST-0875,CAR 216,Suzuki,Completed,2025/06/19 21:54,2025-06-23 21:54,25-06-2025 05:54,72284 km,72532km,30%,1500 per day,NEW10,bangalore,12.920771416644119,77.5724620806041,57 km/h,upi,DL-9015363625,Minor,Customer satisfied with ride
RES-00175,CUST-1587,CAR-256,Creta,Completed,2025-01-30 13:38,05-02-2025 13:38,06-02-2025 12:38,64574,64501km,0.10,USD 25/day,NEW10,Mumbai,12.877728281185815,77.56449799927229,115kmh,netbanking,DL-2718880457,Minor,
RES-00176,CUST-0705, CAR-503 ,Suzuki,Cancelled,2024-12-31T22:05,2025/1/1 22:63,2025-01-02T02:05,69570 km,"69,635",0.5,"₹1,800/day",SAVE50,blr,12.872297783906408,77.64340326539912,102,netbanking,DL-9852661300,Minor,Customer reported minor scratch on door
RES-00177,CUST-0343,car338,Hatchback,No_Show,26-04-2025 06:10,2025/4/30 6:78,05/01/2025 17:10,"18,911",19378km,,₹ 2000 / day,,MUM,12.937260009358075,77.62865057740336,40 km/h,Wallet,DL-5088802606,Minor,Vehicle returned late due to traffic
RES-00178,CUST-1383,car-549,Suzuki,Completed,2025-05-09 04:10,2025-05-10 04:10,2025/05/11 13:10,41862 km,"42,190",50,₹2500 per day,SAVE50,blr,12.923822230478063,77.57782489585797,120 km/h,,DL-8668810387,None,Tyre pressure alert during trip
RES-00179,CUST-1091,CAR-460,Sedan,Cancelled,2025-04-10 07:20,2025/04/16 07:20,2025/4/18 10:67,"44,551",44660km,NA,USD 25/day,WELCOME5,mumbai,12.946238688646044,77.5716835249667,fast, card,DL-6837477759,Minor,Low fuel warning observed
RES-00180,CUST-0700,CAR479,Hatchback,No_Show,2025-06-10 22:20,2025-06-12 22:20,06/13/2025 21:20,37719 km,37775,30%,"₹1,800/day",SAVE50,Delhi,12.940219815587783,77.61540796908422,fast,upi ,DL-9473911572,None,
RES-00181,CUST-1318,CAR-149 ,Creta,No_Show,2025/03/22 16:57,03/30/2025 16:57,2025/3/31 15:65,"44,716",44977km,75,,,blr,12.90451975997478,77.6299468307697,54 km/h,upi ,DL-1369851138,Minor,AC performance slightly low
RES-00182,CUST-0781,CAR_250,EV,Cancelled,03-01-2025 14:10,2025-01-11 14:10,2025/1/13 20:76,69234,69679km,NA,,NEW10,Mumbai,12.902246359108272,77.64004186663915,fast, card,DL-3706646672,Major,Customer satisfied with ride
RES-00183,CUST-0487,CAR_278,Creta,No_Show,2025-04-08T21:05,2025/04/15 21:05,2025/4/17 16:64,26744,"26,985",0.75,Rs1500/day,DISC20,CHN,12.85074645204842,77.6496435904856,fast,CARD,DL-3574971122,None,Low fuel warning observed
RES-00184,CUST-0228,CAR-114 ,Creta,Cancelled,01/22/2025 01:59,30-01-2025 01:59,2025/1/30 1:67,"44,096",44441km,30%,1800 perday,DISC20,CHN,12.851148558273938,77.55702093972658,71kmh, card,DL-1418125509,Minor,Navigation system malfunction reported
RES-00185,CUST-0895, CAR-374 ,EV,Cancelled,2025-06-12T11:07,2025-06-21T11:07,2025/06/24 03:07,"36,776","36,932",,1500/day,SAVE50,New Delhi,12.934794617012038,77.59930897926705,73,,DL-4889184211,None,Navigation system malfunction reported
RES-00186,CUST-1837,car395,SUV,Cancelled,2025/4/25 16:63,2025/04/26 16:49,2025-04-27T02:49,29507,"29,901",100%,"₹1,800/day",WELCOME5,Chennai,12.919623122452158,77.61017936875126,fast,CASH,DL-1276031163,Minor,Navigation system malfunction reported
RES-00187,CUST-1013,car-293,Suzuki,Completed,2025/05/01 15:15,2025-05-05 15:15,05/07/2025 13:15,42518 km,"42,951",50,₹ 2000 / day,SAVE50,delhi,12.900325406660915,77.56935594900185,68 km/h,netbanking,DL-6179739792,Major,Tyre pressure alert during trip
RES-00188,CUST-1884,CAR245,Sedan,Cancelled,2025-02-15T08:47,2025-02-18T08:47,2025/02/19 21:47,33191 km,33425km,0.75,1500/day,NEW10,CHN,12.940107941750888,77.58088253350824,95 km/h,card,DL-6629673394,Minor,AC performance slightly low
RES-00189,CUST-1679,CAR 081,Suzuki,Cancelled,2025/5/10 18:64,2025-05-17 18:11,2025/5/18 14:74,53100,53027,75%,,WELCOME5,Bombay,12.946200363849904,77.57238963104518,fast, card,DL-2079674355,Major,Low fuel warning observed
RES-00190,CUST-1136,CAR 559,SUV,Completed,05/28/2025 08:23,2025/06/05 08:23,08-06-2025 02:23,62530,62520km,75%,1800 perday,DISC20,MUM,12.937456868802968,77.61204595425411,76kmh,upi ,DL-5355555848,Minor,Customer requested early pickup
RES-00191,CUST-0182,car-087,Sedan,Cancelled,2025-03-25T16:33,2025-03-27T16:33,2025/3/27 20:60,"23,813","23,790",30%,"₹1,800/day",DISC20,Delhi,12.860471914195978,77.57763593796406,79kmh,upi ,DL-4380657786,Major,Customer requested early pickup
RES-00192,CUST-1742,car-549,Suzuki,Cancelled,22-05-2025 08:16,2025/05/27 08:16,29-05-2025 11:16,33318 km,"33,311",1.0,1500/day,SAVE50,MUM,12.928424063686744,77.64126794083562,fast,Wallet,DL-6388623199,None,Navigation system malfunction reported
RES-00193,CUST-0851,car-500,SUV,Cancelled,07-04-2025 00:16,04/08/2025 00:16,09-04-2025 15:16,52829,52978km,0.5,USD 25/day,WELCOME5,Bombay,12.948050816615734,77.57488093371471,fast,Debit Card,DL-9289370459,None,
